"outcome","label","filename"
"Mortality","secondary","14651858.CD006904.pub3"
"Reintubation","secondary","14651858.CD006904.pub3"
"Self extubation","secondary","14651858.CD006904.pub3"
"Tracheostomy","secondary","14651858.CD006904.pub3"
"Weaning duration by type of ICU","secondary","14651858.CD006904.pub3"
"Weaning duration by type of approach","secondary","14651858.CD006904.pub3"
"Weaning duration by type of protocol [log hours]","secondary","14651858.CD006904.pub3"
"ICU length of stay","secondary","14651858.CD006904.pub3"
"Hospital length of stay","secondary","14651858.CD006904.pub3"
"ICU costs","secondary","14651858.CD006904.pub3"
"Hospital costs","secondary","14651858.CD006904.pub3"
"Total duration of MV","primary","14651858.CD006904.pub3"
"Weaning duration","secondary","14651858.CD006904.pub3"
"State anxiety STAI)","primary","14651858.CD006908.pub2"
"Anxiety (non-STAI)","primary","14651858.CD006908.pub2"
"Heart rate","secondary","14651858.CD006908.pub2"
"Heart rate variability - LF/HF ratio","secondary","14651858.CD006908.pub2"
"Systolic blood pressure","secondary","14651858.CD006908.pub2"
"Diastolic blood pressure","secondary","14651858.CD006908.pub2"
"Respiratory rate","secondary","14651858.CD006908.pub2"
"Anxiety (STAI)","primary","14651858.CD006911.pub4"
"Anxiety (non-STAI (full version) measures)","primary","14651858.CD006911.pub4"
"Anxiety (intervention subgroup)","primary","14651858.CD006911.pub4"
"Anxiety (music preference)","primary","14651858.CD006911.pub4"
"Anxiety (music-guided relaxation)","primary","14651858.CD006911.pub4"
"Depression","primary","14651858.CD006911.pub4"
"Depression (intervention subgroup)","primary","14651858.CD006911.pub4"
"Depression (music preference)","primary","14651858.CD006911.pub4"
"Distress","primary","14651858.CD006911.pub4"
"Mood","primary","14651858.CD006911.pub4"
"Mood (intervention subgroup)","primary","14651858.CD006911.pub4"
"Hope","primary","14651858.CD006911.pub4"
"Pain","primary","14651858.CD006911.pub4"
"Pain (intervention subgroup)","primary","14651858.CD006911.pub4"
"Pain (music preference)","primary","14651858.CD006911.pub4"
"Fatigue","primary","14651858.CD006911.pub4"
"Fatigue (intervention subgroup)","primary","14651858.CD006911.pub4"
"Physical functioning","secondary","14651858.CD006911.pub4"
"Heart rate","secondary","14651858.CD006911.pub4"
"Heart rate (music preference)","secondary","14651858.CD006911.pub4"
"Respiratory rate","secondary","14651858.CD006911.pub4"
"Systolic blood pressure","secondary","14651858.CD006911.pub4"
"Systolic blood pressure (music preference)","secondary","14651858.CD006911.pub4"
"Diastolic blood pressure","secondary","14651858.CD006911.pub4"
"Diastolic blood pressure (music preference)","secondary","14651858.CD006911.pub4"
"Oxygen saturation","secondary","14651858.CD006911.pub4"
"Quality of life","secondary","14651858.CD006911.pub4"
"Quality of life (intervention subgroup)","secondary","14651858.CD006911.pub4"
"Spiritual well-being","secondary","14651858.CD006911.pub4"
"Anxiety","primary","14651858.CD006911.pub4"
"Mental state: no clinically significant response in psychotic symptoms (defined by various scale total score change) - short term (up to 12 weeks)","primary","14651858.CD006918.pub3"
"Leaving the study early - short term (up to 12 weeks)","secondary","14651858.CD006918.pub3"
"Global state: 1. average endpoint scores of CGI severity scale (high=poor) - short term (up to 12 weeks)","secondary","14651858.CD006918.pub3"
"Global state: 2. no significant clinical improvement CGI - short term (up to 12 weeks)","secondary","14651858.CD006918.pub3"
"Global state: 3. needing additional medication - short term (up to 12 weeks)","secondary","14651858.CD006918.pub3"
"Mental state: 1. average endpoint scores on various scales on psychotic symptoms (high=poor) - short term (up to 12 weeks)","primary","14651858.CD006918.pub3"
"Adverse effects: 1a. extrapyramidal - various effects - short term (up to 12 weeks)","secondary","14651858.CD006918.pub3"
"Adverse effects: 1b. extrapyramidal - AIMS average endpoint score - short term (up to 12 weeks)","secondary","14651858.CD006918.pub3"
"Adverse effects: 2. any adverse event - short term (up to 12 weeks)","secondary","14651858.CD006918.pub3"
"Adverse effects: 3. cardiovascular - short term (up to 12 weeks)","secondary","14651858.CD006918.pub3"
"Adverse effects: 4. central nervous system - short term (up to 12 weeks)","secondary","14651858.CD006918.pub3"
"Adverse effects: 5. endocrine - serum prolactin increase above reference range (23 ng/ml) - short term (up to 12 weeks)","secondary","14651858.CD006918.pub3"
"Adverse effects: 6. gastrointestinal system - short term (up to 12 weeks)","secondary","14651858.CD006918.pub3"
"Adverse effects: 7a. metabolic - weight gain - short term (up to 12 weeks)","secondary","14651858.CD006918.pub3"
"Adverse effects: 8. musculoskeletal system - short term (up to 12 weeks)","secondary","14651858.CD006918.pub3"
"Adverse effects: 9. physiology - short term (up to 12 weeks)","secondary","14651858.CD006918.pub3"
"Adverse effects: 10. respiratory system - short term (up to 12 weeks)","secondary","14651858.CD006918.pub3"
"Mental state: no clinically significant response in psychotic symptoms (defined by PANSS/BPRS<20% decline) - short term (up to 12 weeks)","primary","14651858.CD006918.pub3"
"Global state: 3. general functioning - average endpoint GAF score (high=good) - short term (up to 12 weeks)","secondary","14651858.CD006918.pub3"
"Mental state: 2. average endpoint scores on various scales on psychotic symptoms (high=poor) - medium term (up to 26 weeks)","primary","14651858.CD006918.pub3"
"Adverse effects: 1a. extrapyramidal - average endpoint SAS score - short term (up to 12 weeks)","secondary","14651858.CD006918.pub3"
"Adverse effects: 3a. cardiovascular - short term (up to 12 weeks)","secondary","14651858.CD006918.pub3"
"Adverse effects: 3b. cardiovascular - QTc interval - short term (up to 12 weeks)","secondary","14651858.CD006918.pub3"
"Adverse effects: 5. gastrointestinal system - short term (up to 12 weeks)","secondary","14651858.CD006918.pub3"
"Adverse effects: 6a. haematological - short term (up to 12 weeks)","secondary","14651858.CD006918.pub3"
"Adverse effects: 6b. haematological - medium term (up to 26 weeks)","secondary","14651858.CD006918.pub3"
"Adverse effects: 7a. metabolic - weight gain - medium term (up to 26 weeks)","secondary","14651858.CD006918.pub3"
"Adverse effects: 7b. metabolic - average endpoint value on lipid profile - short term (up to 12 weeks)","secondary","14651858.CD006918.pub3"
"Adverse effects: 7c. metabolic - average endpoint value - short term (up to 12 weeks)","secondary","14651858.CD006918.pub3"
"Quality of life: average endpoint score (QLS, high=good) - short term (up to 12 weeks)","secondary","14651858.CD006918.pub3"
"Mental state: 1. no clinically significant response (defined by PANSS/BPRS) - short term (up to 12 weeks)","secondary","14651858.CD006918.pub3"
"Live Birth Rate","primary","14651858.CD006920.pub3"
"Ongoing Pregnancy Rate","secondary","14651858.CD006920.pub3"
"Clinical Pregnancy Rate","secondary","14651858.CD006920.pub3"
"Miscarriage rate","secondary","14651858.CD006920.pub3"
"Live Birth","primary","14651858.CD006920.pub3"
"Ongoing pregnancy","secondary","14651858.CD006920.pub3"
"Clinical pregnancy","secondary","14651858.CD006920.pub3"
"Miscarriage","secondary","14651858.CD006920.pub3"
"Multiple gestation","secondary","14651858.CD006920.pub3"
"All-cause mortality","primary","14651858.CD006922.pub4"
"All-cause non-fatal SAE","primary","14651858.CD006922.pub4"
"All-cause SAE (fatal and non-fatal)","primary","14651858.CD006922.pub4"
"Asthma-related SAE","secondary","14651858.CD006922.pub4"
"Asthma-related mortality","secondary","14651858.CD006922.pub4"
"All-cause mortality","primary","14651858.CD006924.pub4"
"All-cause non-fatal serious adverse events","primary","14651858.CD006924.pub4"
"Asthma mortality","secondary","14651858.CD006924.pub4"
"Asthma-related non-fatal serious adverse events","secondary","14651858.CD006924.pub4"
"All-cause serious adverse events","primary","14651858.CD006924.pub4"
"Serious adverse events","primary","14651858.CD006930.pub3"
"Conversion to open cholecystectomy","secondary","14651858.CD006930.pub3"
"Hospital stay","secondary","14651858.CD006930.pub3"
"Operating time","secondary","14651858.CD006930.pub3"
"All studies: cessation","primary","14651858.CD006936.pub4"
"All studies: cessation - Naik 2014 removed","primary","14651858.CD006936.pub4"
"Intensity subgroups: cessation","primary","14651858.CD006936.pub4"
"Provider subgroups: cessation","secondary","14651858.CD006936.pub4"
"Counselling modality subgroups: cessation","secondary","14651858.CD006936.pub4"
"Fidelity subgroups: cessation","secondary","14651858.CD006936.pub4"
"Baseline motivation subgroups: cessation","secondary","14651858.CD006936.pub4"
"Age subgroups: cessation","secondary","14651858.CD006936.pub4"
"Fidelity monitoring subgroups: cessation","secondary","14651858.CD006936.pub4"
"Counsellor modality subgroups: cessation","secondary","14651858.CD006936.pub4"
"RLS symptoms - IRLSSS","primary","14651858.CD006941.pub2"
"RLS symptoms - CGI","primary","14651858.CD006941.pub2"
"Drug responders - IRLSSS","primary","14651858.CD006941.pub2"
"Drug responders - CGI","secondary","14651858.CD006941.pub2"
"Remitters - IRLSSS","primary","14651858.CD006941.pub2"
"Sleep adequacy - MOS","secondary","14651858.CD006941.pub2"
"Sleep quantity - MOS","secondary","14651858.CD006941.pub2"
"Daytime somnolence - MOS","secondary","14651858.CD006941.pub2"
"Trouble staying awake during the day - MOS","secondary","14651858.CD006941.pub2"
"Naps during the day - MOS","secondary","14651858.CD006941.pub2"
"Quality of life - RLS QoL","secondary","14651858.CD006941.pub2"
"Adverse Events","secondary","14651858.CD006941.pub2"
"live birth rate per couple","primary","14651858.CD006942.pub3"
"pregnancy rate per couple","secondary","14651858.CD006942.pub3"
"multiple pregnancy rate per pregnancy","secondary","14651858.CD006942.pub3"
"miscarriage rate per pregnancy","secondary","14651858.CD006942.pub3"
"OHSS rate per cycle","secondary","14651858.CD006942.pub3"
"OHSS per cycle","secondary","14651858.CD006942.pub3"
"miscarriage rate","secondary","14651858.CD006942.pub3"
"Uterine rupture","primary","14651858.CD006947.pub3"
"Hyperstimulation","primary","14651858.CD006947.pub3"
"Apgar score less than seven at five minutes","primary","14651858.CD006947.pub3"
"Umbilical artery pH < 7.15","primary","14651858.CD006947.pub3"
"Umbilical artery pH < 7.05","primary","14651858.CD006947.pub3"
"Umbilical artery pH < 7.16","primary","14651858.CD006947.pub3"
"Admission to neonatal intensive care","primary","14651858.CD006947.pub3"
"Neonatal admission > 48 hours","secondary","14651858.CD006947.pub3"
"Perinatal mortality","primary","14651858.CD006947.pub3"
"Serious maternal outcomes (defined as death, coma, cardiac arrest, respiratory arrest, use of a mechanical ventilator, admission to intensive care unit)","primary","14651858.CD006947.pub3"
"Instrumental delivery","secondary","14651858.CD006947.pub3"
"Instrumental vaginal delivery","secondary","14651858.CD006947.pub3"
"Caesarean section","secondary","14651858.CD006947.pub3"
"Mean time to delivery","secondary","14651858.CD006947.pub3"
"Placental or fetal vessel damage","secondary","14651858.CD006947.pub3"
"Indication of infection up to three weeks postpartum in mother or child","secondary","14651858.CD006947.pub3"
"Signs intrauterine infection during labor","secondary","14651858.CD006947.pub3"
"Time until first RTW","primary","14651858.CD006955.pub3"
"Time until lasting RTW","primary","14651858.CD006955.pub3"
"Cumulative duration of sickness absence","primary","14651858.CD006955.pub3"
"Functional status","secondary","14651858.CD006955.pub3"
"Symptoms - Depression","secondary","14651858.CD006955.pub3"
"Pain","secondary","14651858.CD006955.pub3"
"Complication rate total","primary","14651858.CD006962.pub2"
"Overall success rate","secondary","14651858.CD006962.pub2"
"Number of attempts until success","secondary","14651858.CD006962.pub2"
"Arterial puncture","secondary","14651858.CD006962.pub2"
"Haematoma formation","secondary","14651858.CD006962.pub2"
"Other complications (thrombosis, embolism, haematomediastinum and hydromediastinum, haematothorax and hydrothorax, pneumothorax, subcutaneous emphysema, nerve injury)","secondary","14651858.CD006962.pub2"
"Time to successful cannulation","secondary","14651858.CD006962.pub2"
"Success with attempt number 1A ","secondary","14651858.CD006962.pub2"
"Success with attempt number 2","secondary","14651858.CD006962.pub2"
"Success with attempt number 3","secondary","14651858.CD006962.pub2"
"Success with attempt number 1","secondary","14651858.CD006962.pub2"
"Birthweight (grams)","primary","14651858.CD006965.pub4"
"Preterm birth","primary","14651858.CD006965.pub4"
"Small-for-gestational age","primary","14651858.CD006965.pub4"
"Glucose tolerance - serum Insulin (pmol/L) (not prespecified)","secondary","14651858.CD006965.pub4"
"Success of surgery","primary","14651858.CD006966.pub3"
"Aesthetics","primary","14651858.CD006966.pub3"
"Posttreatment aesthetics and morphology","primary","14651858.CD006966.pub3"
"Patient response","secondary","14651858.CD006966.pub3"
"Pain (dichotomous)","secondary","14651858.CD006966.pub3"
"Gum health","secondary","14651858.CD006966.pub3"
"Gingival recession (dichotomous)","secondary","14651858.CD006966.pub3"
"Treatment time","secondary","14651858.CD006966.pub3"
"Patient response (satisfaction)","secondary","14651858.CD006966.pub3"
"Chlorhexidine rinse versus placebo","secondary","14651858.CD006968.pub3"
"Chlorhexidine gel versus placebo/no treatment","secondary","14651858.CD006968.pub3"
"ChlorhexidineA gel versus chlorhexidineA rinse","secondary","14651858.CD006968.pub3"
"Platelet rich plasma versus placebo","secondary","14651858.CD006968.pub3"
"Alvogyl versus zinc oxide eugenol day 7 VAS score (0-10)","primary","14651858.CD006968.pub3"
"Symptoms (patient-rated VAS, scale 0 to 100, higher worse) in all participants (definite and possible Lyme disease)","secondary","14651858.CD006978.pub2"
"Symptoms (investigator-rated VAS, scale 0 to 100 higher worse) in all participants (definite and possible Lyme disease)","secondary","14651858.CD006978.pub2"
